,Cat.Sel,Group.Description,Desc,Qty,RCV,group_1,group_2,group_3,buildarchtype
4667,DRY.1/2,Bath2,"1/2"" drywall - hung, taped, floated, ready for paint",184,589.54,Bath2,main,Full Bath,R_1-M-BD-ST
4668,PNT.B,Bath2,Paint baseboard - one coat,11.5,12.57,Bath2,main,Full Bath,R_1-M-BD-ST
4669,FNC.B3,Bath2,"Baseboard - 3 1/4""",11.5,70.66,Bath2,main,Full Bath,R_1-M-BD-ST
4670,DRY.1/2,Bath2,"1/2"" drywall - hung, taped, floated, ready for paint",31.28,100.22,Bath2,main,Full Bath,R_1-M-BD-ST
4671,PNT.S,Bath2,Seal the surface area w/latex based stain blocker - one coat,31.28,23.65,Bath2,main,Full Bath,R_1-M-BD-ST
4672,PNT.P,Bath2,Paint the surface area - one coat,31.28,25.9,Bath2,main,Full Bath,R_1-M-BD-ST
4673,FCV.PLK,Bath2,Vinyl plank flooring,6.57,44.86,Bath2,main,Full Bath,R_1-M-BD-ST
4674,FCV.AV-,Bath2,Vinyl floor covering (sheet goods) - Standard grade,7.2,38.44,Bath2,main,Full Bath,R_1-M-BD-ST
4675,FCW.LAM,Bath2,Snaplock Laminate - simulated wood flooring,6.26,41.02,Bath2,main,Full Bath,R_1-M-BD-ST
4676,FCW.FIN,Bath2,Sand & finish wood floor (natural finish),6.26,26.89,Bath2,main,Full Bath,R_1-M-BD-ST
4677,FCW.AV,Bath2,Oak flooring - #1 common - no finish,6.26,65.36,Bath2,main,Full Bath,R_1-M-BD-ST
4678,FCC.PAD-,Bath2,Carpet pad - Standard grade,7.2,5.78,Bath2,main,Full Bath,R_1-M-BD-ST
4679,FCC.AV-,Bath2,Carpet - Standard grade,7.2,36.37,Bath2,main,Full Bath,R_1-M-BD-ST
4680,ELE.OS,UtilityRoom,Outlet,6,95.54,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4681,PNT.SHW,UtilityRoom,"Seal & paint wood shelving, 12""- 24"" width",17,90.58,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4682,FNC.SH16,UtilityRoom,"Shelving - 16"" - in place",17,235.63,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4683,LIT.AV-,UtilityRoom,Light fixture - Standard grade,1,57.68,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4684,FNH.DORH,UtilityRoom,Door knob - interior,1,57.56,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4685,PNT.DOR,UtilityRoom,Paint door slab only - 2 coats (per side),2,93.44,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4686,PNT.DORT,UtilityRoom,Paint door/window trim & jamb - 2 coats (per side),2,75.26,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4687,DOR.AV,UtilityRoom,Interior door unit,1,438.11,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4688,PNT.SP,UtilityRoom,Seal/prime (1 coat) then paint (1 coat) the surface area,256,301.06,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4689,DRY.1/2,UtilityRoom,"1/2"" drywall - hung, taped, floated, ready for paint",256,820.22,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4690,PNT.B,UtilityRoom,Paint baseboard - one coat,32,34.94,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4691,FNC.B3,UtilityRoom,"Baseboard - 3 1/4""",32,196.6,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4692,DRY.1/2,UtilityRoom,"1/2"" drywall - hung, taped, floated, ready for paint",63.16,202.36,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4693,PNT.S,UtilityRoom,Seal the surface area w/latex based stain blocker - one coat,63.16,47.75,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4694,PNT.P,UtilityRoom,Paint the surface area - one coat,63.16,52.3,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4695,FCV.PLK,UtilityRoom,Vinyl plank flooring,13.26,90.55,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4696,FCV.AV-,UtilityRoom,Vinyl floor covering (sheet goods) - Standard grade,14.53,77.6,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4697,FCW.LAM,UtilityRoom,Snaplock Laminate - simulated wood flooring,12.63,82.76,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4698,FCW.FIN,UtilityRoom,Sand & finish wood floor (natural finish),12.63,54.26,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4699,FCW.AV,UtilityRoom,Oak flooring - #1 common - no finish,12.63,131.86,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4700,FCC.PAD-,UtilityRoom,Carpet pad - Standard grade,14.53,11.68,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4701,FCC.AV-,UtilityRoom,Carpet - Standard grade,14.53,73.41,UtilityRoom,main,Utility Room,R_1-M-BD-ST
4702,ELE.OS,UtilityRoom2,Outlet,6,95.54,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4703,PNT.SHW,UtilityRoom2,"Seal & paint wood shelving, 12""- 24"" width",17,90.58,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4704,FNC.SH16,UtilityRoom2,"Shelving - 16"" - in place",17,235.63,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4705,LIT.AV-,UtilityRoom2,Light fixture - Standard grade,1,57.68,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4706,FNH.DORH,UtilityRoom2,Door knob - interior,1,57.56,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4707,PNT.DOR,UtilityRoom2,Paint door slab only - 2 coats (per side),2,93.44,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4708,PNT.DORT,UtilityRoom2,Paint door/window trim & jamb - 2 coats (per side),2,75.26,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4709,DOR.AV,UtilityRoom2,Interior door unit,1,438.11,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4710,PNT.SP,UtilityRoom2,Seal/prime (1 coat) then paint (1 coat) the surface area,256,301.06,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4711,DRY.1/2,UtilityRoom2,"1/2"" drywall - hung, taped, floated, ready for paint",256,820.22,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4712,PNT.B,UtilityRoom2,Paint baseboard - one coat,32,34.94,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4713,FNC.B3,UtilityRoom2,"Baseboard - 3 1/4""",32,196.6,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4714,DRY.1/2,UtilityRoom2,"1/2"" drywall - hung, taped, floated, ready for paint",63.16,202.36,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4715,PNT.S,UtilityRoom2,Seal the surface area w/latex based stain blocker - one coat,63.16,47.75,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4716,PNT.P,UtilityRoom2,Paint the surface area - one coat,63.16,52.3,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4717,FCV.PLK,UtilityRoom2,Vinyl plank flooring,13.26,90.55,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4718,FCV.AV-,UtilityRoom2,Vinyl floor covering (sheet goods) - Standard grade,14.53,77.6,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4719,FCW.LAM,UtilityRoom2,Snaplock Laminate - simulated wood flooring,12.63,82.76,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4720,FCW.FIN,UtilityRoom2,Sand & finish wood floor (natural finish),12.63,54.26,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4721,FCW.AV,UtilityRoom2,Oak flooring - #1 common - no finish,12.63,131.86,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4722,FCC.PAD-,UtilityRoom2,Carpet pad - Standard grade,14.53,11.68,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4723,FCC.AV-,UtilityRoom2,Carpet - Standard grade,14.53,73.41,UtilityRoom2,basement,Utility Room,R_1-M-BD-ST
4724,PLM.WBOX,LaundryRoom2,Washing machine outlet box with valves,1,254.48,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4725,ELE.OL220,LaundryRoom2,220 volt outlet,1,39.72,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4726,ELE.GFI,LaundryRoom2,Ground fault interrupter (GFI) outlet,1,44.4,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4727,ELE.OS,LaundryRoom2,Outlet,1,15.93,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4728,PLM.RGHFIX,LaundryRoom2,Rough-in plumbing - per fixture,1,786.87,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4729,LIT.AV-,LaundryRoom2,Light fixture - Standard grade,1,57.68,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4730,FNH.DORH,LaundryRoom2,Door knob - interior,1,57.56,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4731,PNT.DOR,LaundryRoom2,Paint door slab only - 2 coats (per side),2,93.44,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4732,PNT.DORT,LaundryRoom2,Paint door/window trim & jamb - 2 coats (per side),2,75.26,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4733,DOR.AV,LaundryRoom2,Interior door unit,1,438.11,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4734,CAB.UP,LaundryRoom2,Cabinetry - upper (wall) units,5,960.79,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4735,PNT.SP,LaundryRoom2,Seal/prime (1 coat) then paint (1 coat) the surface area,256,301.06,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4736,DRY.1/2,LaundryRoom2,"1/2"" drywall - hung, taped, floated, ready for paint",256,820.22,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4737,PNT.B,LaundryRoom2,Paint baseboard - one coat,32,34.94,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4738,FNC.B3,LaundryRoom2,"Baseboard - 3 1/4""",32,196.6,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4739,DRY.1/2,LaundryRoom2,"1/2"" drywall - hung, taped, floated, ready for paint",63.16,202.36,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4740,PNT.S,LaundryRoom2,Seal the surface area w/latex based stain blocker - one coat,63.16,47.75,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4741,PNT.P,LaundryRoom2,Paint the surface area - one coat,63.16,52.3,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4742,FCV.PLK,LaundryRoom2,Vinyl plank flooring,13.26,90.55,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4743,FCV.AV-,LaundryRoom2,Vinyl floor covering (sheet goods) - Standard grade,14.53,77.6,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4744,FCW.LAM,LaundryRoom2,Snaplock Laminate - simulated wood flooring,12.63,82.76,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4745,FCW.FIN,LaundryRoom2,Sand & finish wood floor (natural finish),12.63,54.26,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4746,FCW.AV,LaundryRoom2,Oak flooring - #1 common - no finish,12.63,131.86,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4747,FCC.PAD-,LaundryRoom2,Carpet pad - Standard grade,14.53,11.68,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4748,FCC.AV-,LaundryRoom2,Carpet - Standard grade,14.53,73.41,LaundryRoom2,basement,Laundry Room,R_1-M-BD-ST
4749,ELE.OS,WalkInCloset,Outlet,2,31.84,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4750,PNT.SHW,WalkInCloset,"Seal & paint wood shelving, 12""- 24"" width",17,90.58,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4751,FNC.SH16,WalkInCloset,"Shelving - 16"" - in place",17,235.63,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4752,FNC.CLROD,WalkInCloset,Closet rod,17,96.91,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4753,LIT.AV-,WalkInCloset,Light fixture - Standard grade,1,57.68,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4754,FNH.DORH,WalkInCloset,Door knob - interior,1,57.56,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4755,PNT.DOR,WalkInCloset,Paint door slab only - 2 coats (per side),2,93.44,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4756,PNT.DORT,WalkInCloset,Paint door/window trim & jamb - 2 coats (per side),2,75.26,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4757,DOR.AV,WalkInCloset,Interior door unit,1,438.11,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4758,PNT.SP,WalkInCloset,Seal/prime (1 coat) then paint (1 coat) the surface area,256,301.06,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4759,DRY.1/2,WalkInCloset,"1/2"" drywall - hung, taped, floated, ready for paint",256,820.22,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4760,PNT.B,WalkInCloset,Paint baseboard - one coat,32,34.94,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4761,FNC.B3,WalkInCloset,"Baseboard - 3 1/4""",32,196.6,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4762,DRY.1/2,WalkInCloset,"1/2"" drywall - hung, taped, floated, ready for paint",63.16,202.36,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4763,PNT.S,WalkInCloset,Seal the surface area w/latex based stain blocker - one coat,63.16,47.75,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4764,PNT.P,WalkInCloset,Paint the surface area - one coat,63.16,52.3,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4765,FCV.PLK,WalkInCloset,Vinyl plank flooring,13.26,90.55,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4766,FCV.AV-,WalkInCloset,Vinyl floor covering (sheet goods) - Standard grade,14.53,77.6,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4767,FCW.LAM,WalkInCloset,Snaplock Laminate - simulated wood flooring,12.63,82.76,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4768,FCW.FIN,WalkInCloset,Sand & finish wood floor (natural finish),12.63,54.26,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4769,FCW.AV,WalkInCloset,Oak flooring - #1 common - no finish,12.63,131.86,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4770,FCC.PAD-,WalkInCloset,Carpet pad - Standard grade,14.53,11.68,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4771,FCC.AV-,WalkInCloset,Carpet - Standard grade,14.53,73.41,WalkInCloset,main,Walk-In Closet,R_1-M-BD-ST
4772,ELE.SMOKE-,Bedroom2,Smoke detector - Standard grade,1,47.64,Bedroom2,main,Bedroom,R_1-M-BD-ST
4773,PNT.SHW,Bedroom2,"Seal & paint wood shelving, 12""- 24"" width",4,21.32,Bedroom2,main,Bedroom,R_1-M-BD-ST
4774,FNC.SH16,Bedroom2,"Shelving - 16"" - in place",4,55.44,Bedroom2,main,Bedroom,R_1-M-BD-ST
4775,FNC.CLROD,Bedroom2,Closet rod,4,22.8,Bedroom2,main,Bedroom,R_1-M-BD-ST
4776,ELE.OS,Bedroom2,Outlet,5,79.63,Bedroom2,main,Bedroom,R_1-M-BD-ST
4777,LIT.AV-,Bedroom2,Light fixture - Standard grade,1,57.68,Bedroom2,main,Bedroom,R_1-M-BD-ST
4778,FNH.DORH,Bedroom2,Door knob - interior,1,57.56,Bedroom2,main,Bedroom,R_1-M-BD-ST
4779,PNT.BF,Bedroom2,Paint bifold door set - slab only - 2 coats (per side),2,132.04,Bedroom2,main,Bedroom,R_1-M-BD-ST
4780,DOR.BF-,Bedroom2,Bifold door set - lauan/mahogany - Double,1,451.34,Bedroom2,main,Bedroom,R_1-M-BD-ST
4781,PNT.DOR,Bedroom2,Paint door slab only - 2 coats (per side),2,93.44,Bedroom2,main,Bedroom,R_1-M-BD-ST
4782,PNT.DORT,Bedroom2,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bedroom2,main,Bedroom,R_1-M-BD-ST
4783,DOR.AV,Bedroom2,Interior door unit,1,438.11,Bedroom2,main,Bedroom,R_1-M-BD-ST
4784,PNT.SP,Bedroom2,Seal/prime (1 coat) then paint (1 coat) the surface area,369.33,434.32,Bedroom2,main,Bedroom,R_1-M-BD-ST
4785,DRY.1/2,Bedroom2,"1/2"" drywall - hung, taped, floated, ready for paint",369.33,1183.33,Bedroom2,main,Bedroom,R_1-M-BD-ST
4786,PNT.B,Bedroom2,Paint baseboard - one coat,46.17,50.41,Bedroom2,main,Bedroom,R_1-M-BD-ST
4787,FNC.B3,Bedroom2,"Baseboard - 3 1/4""",46.17,283.67,Bedroom2,main,Bedroom,R_1-M-BD-ST
4788,DRY.1/2,Bedroom2,"1/2"" drywall - hung, taped, floated, ready for paint",132.44,424.33,Bedroom2,main,Bedroom,R_1-M-BD-ST
4789,PNT.S,Bedroom2,Seal the surface area w/latex based stain blocker - one coat,132.44,100.12,Bedroom2,main,Bedroom,R_1-M-BD-ST
4790,PNT.P,Bedroom2,Paint the surface area - one coat,132.44,109.66,Bedroom2,main,Bedroom,R_1-M-BD-ST
4791,FCV.PLK,Bedroom2,Vinyl plank flooring,27.81,189.88,Bedroom2,main,Bedroom,R_1-M-BD-ST
4792,FCV.AV-,Bedroom2,Vinyl floor covering (sheet goods) - Standard grade,30.46,162.67,Bedroom2,main,Bedroom,R_1-M-BD-ST
4793,FCW.LAM,Bedroom2,Snaplock Laminate - simulated wood flooring,26.49,173.56,Bedroom2,main,Bedroom,R_1-M-BD-ST
4794,FCW.FIN,Bedroom2,Sand & finish wood floor (natural finish),26.49,113.79,Bedroom2,main,Bedroom,R_1-M-BD-ST
4795,FCW.AV,Bedroom2,Oak flooring - #1 common - no finish,26.49,276.56,Bedroom2,main,Bedroom,R_1-M-BD-ST
4796,FCC.PAD-,Bedroom2,Carpet pad - Standard grade,30.46,24.49,Bedroom2,main,Bedroom,R_1-M-BD-ST
4797,FCC.AV-,Bedroom2,Carpet - Standard grade,30.46,153.88,Bedroom2,main,Bedroom,R_1-M-BD-ST
4798,ELE.OL220,Kitchen,220 volt outlet,1,39.72,Kitchen,main,Kitchen,R_1-M-BD-ST
4799,ELE.GFI,Kitchen,Ground fault interrupter (GFI) outlet,2,88.8,Kitchen,main,Kitchen,R_1-M-BD-ST
4800,ELE.OS,Kitchen,Outlet,4,63.7,Kitchen,main,Kitchen,R_1-M-BD-ST
4801,ELE.OS,Kitchen,Outlet,2,31.84,Kitchen,main,Kitchen,R_1-M-BD-ST
4802,PLM.RFIXP-,Kitchen,Rough-in plumbing - per fixture - w/PEX - Branch system,1,660.79,Kitchen,main,Kitchen,R_1-M-BD-ST
4803,PLM.FAU-,Kitchen,Sink faucet - Kitchen - Standard grade,1,244.72,Kitchen,main,Kitchen,R_1-M-BD-ST
4804,PLM.SNKD-,Kitchen,Sink - double basin - Standard grade,1,399.24,Kitchen,main,Kitchen,R_1-M-BD-ST
4805,LIT.FL2-4,Kitchen,Fluorescent - two tube - 4' - strip light,1,109.87,Kitchen,main,Kitchen,R_1-M-BD-ST
4806,CAB.LOW-,Kitchen,Cabinetry - lower (base) units - Standard grade,6,1243.52,Kitchen,main,Kitchen,R_1-M-BD-ST
4807,APP.WL,Kitchen,"Appliance water line - 1/4""",1,78.96,Kitchen,main,Kitchen,R_1-M-BD-ST
4808,CAB.KNPL,Kitchen,Cabinet knob or pull,28,321.56,Kitchen,main,Kitchen,R_1-M-BD-ST
4809,CAB.UP+,Kitchen,Cabinetry - upper (wall) units - High grade,14,3834.44,Kitchen,main,Kitchen,R_1-M-BD-ST
4810,CAB.LOW-,Kitchen,Cabinetry - lower (base) units - Standard grade,16,3316.04,Kitchen,main,Kitchen,R_1-M-BD-ST
4811,CAB.CTFL++,Kitchen,Countertop - flat laid plastic laminate - Premium grade,18,1447.64,Kitchen,main,Kitchen,R_1-M-BD-ST
4812,CAB.CTPF-,Kitchen,Countertop - post formed plastic laminate - Standard grade,6,307.16,Kitchen,main,Kitchen,R_1-M-BD-ST
4813,ELE.110,Kitchen,"110 volt copper wiring run, box and outlet",1,90.71,Kitchen,main,Kitchen,R_1-M-BD-ST
4814,APP.HD-,Kitchen,Range hood - Standard grade,1,191.68,Kitchen,main,Kitchen,R_1-M-BD-ST
4815,APP.DW-,Kitchen,Dishwasher - Standard grade,1,630.46,Kitchen,main,Kitchen,R_1-M-BD-ST
4816,APP.RG-,Kitchen,Range - freestanding - electric - Standard grade,1,868.54,Kitchen,main,Kitchen,R_1-M-BD-ST
4817,APP.RF18,Kitchen,Refrigerator - top freezer - 18 to 22 cf,1,1155.73,Kitchen,main,Kitchen,R_1-M-BD-ST
4818,PNT.SP,Kitchen,Seal/prime (1 coat) then paint (1 coat) the surface area,298.67,351.24,Kitchen,main,Kitchen,R_1-M-BD-ST
4819,DRY.1/2,Kitchen,"1/2"" drywall - hung, taped, floated, ready for paint",298.67,956.95,Kitchen,main,Kitchen,R_1-M-BD-ST
4820,PNT.B,Kitchen,Paint baseboard - one coat,18.67,20.39,Kitchen,main,Kitchen,R_1-M-BD-ST
4821,FNC.B3,Kitchen,"Baseboard - 3 1/4""",18.67,114.71,Kitchen,main,Kitchen,R_1-M-BD-ST
4822,DRY.1/2,Kitchen,"1/2"" drywall - hung, taped, floated, ready for paint",86.94,278.55,Kitchen,main,Kitchen,R_1-M-BD-ST
4823,PNT.S,Kitchen,Seal the surface area w/latex based stain blocker - one coat,86.94,65.73,Kitchen,main,Kitchen,R_1-M-BD-ST
4824,PNT.P,Kitchen,Paint the surface area - one coat,86.94,71.99,Kitchen,main,Kitchen,R_1-M-BD-ST
4825,FCV.PLK,Kitchen,Vinyl plank flooring,18.26,124.68,Kitchen,main,Kitchen,R_1-M-BD-ST
4826,FCV.AV-,Kitchen,Vinyl floor covering (sheet goods) - Standard grade,20,106.8,Kitchen,main,Kitchen,R_1-M-BD-ST
4827,FCW.LAM,Kitchen,Snaplock Laminate - simulated wood flooring,17.39,113.95,Kitchen,main,Kitchen,R_1-M-BD-ST
4828,FCW.FIN,Kitchen,Sand & finish wood floor (natural finish),17.39,74.72,Kitchen,main,Kitchen,R_1-M-BD-ST
4829,FCW.AV,Kitchen,Oak flooring - #1 common - no finish,17.39,181.55,Kitchen,main,Kitchen,R_1-M-BD-ST
4830,FCC.PAD-,Kitchen,Carpet pad - Standard grade,20,16.08,Kitchen,main,Kitchen,R_1-M-BD-ST
4831,FCC.AV-,Kitchen,Carpet - Standard grade,20,101.04,Kitchen,main,Kitchen,R_1-M-BD-ST
4832,ELE.SMOKE-,Bedroom3,Smoke detector - Standard grade,1,47.64,Bedroom3,main,Bedroom,R_1-M-BD-ST
4833,PNT.SHW,Bedroom3,"Seal & paint wood shelving, 12""- 24"" width",4,21.32,Bedroom3,main,Bedroom,R_1-M-BD-ST
4834,FNC.SH16,Bedroom3,"Shelving - 16"" - in place",4,55.44,Bedroom3,main,Bedroom,R_1-M-BD-ST
4835,FNC.CLROD,Bedroom3,Closet rod,4,22.8,Bedroom3,main,Bedroom,R_1-M-BD-ST
4836,ELE.OS,Bedroom3,Outlet,5,79.63,Bedroom3,main,Bedroom,R_1-M-BD-ST
4837,LIT.AV-,Bedroom3,Light fixture - Standard grade,1,57.68,Bedroom3,main,Bedroom,R_1-M-BD-ST
4838,FNH.DORH,Bedroom3,Door knob - interior,1,57.56,Bedroom3,main,Bedroom,R_1-M-BD-ST
4839,PNT.BF,Bedroom3,Paint bifold door set - slab only - 2 coats (per side),2,132.04,Bedroom3,main,Bedroom,R_1-M-BD-ST
4840,DOR.BF-,Bedroom3,Bifold door set - lauan/mahogany - Double,1,451.34,Bedroom3,main,Bedroom,R_1-M-BD-ST
4841,PNT.DOR,Bedroom3,Paint door slab only - 2 coats (per side),2,93.44,Bedroom3,main,Bedroom,R_1-M-BD-ST
4842,PNT.DORT,Bedroom3,Paint door/window trim & jamb - 2 coats (per side),2,75.26,Bedroom3,main,Bedroom,R_1-M-BD-ST
4843,DOR.AV,Bedroom3,Interior door unit,1,438.11,Bedroom3,main,Bedroom,R_1-M-BD-ST
4844,PNT.SP,Bedroom3,Seal/prime (1 coat) then paint (1 coat) the surface area,426.67,501.76,Bedroom3,main,Bedroom,R_1-M-BD-ST
4845,DRY.1/2,Bedroom3,"1/2"" drywall - hung, taped, floated, ready for paint",426.67,1367.05,Bedroom3,main,Bedroom,R_1-M-BD-ST
4846,PNT.B,Bedroom3,Paint baseboard - one coat,53.33,58.23,Bedroom3,main,Bedroom,R_1-M-BD-ST
4847,FNC.B3,Bedroom3,"Baseboard - 3 1/4""",53.33,327.67,Bedroom3,main,Bedroom,R_1-M-BD-ST
4848,DRY.1/2,Bedroom3,"1/2"" drywall - hung, taped, floated, ready for paint",176.94,566.91,Bedroom3,main,Bedroom,R_1-M-BD-ST
4849,PNT.S,Bedroom3,Seal the surface area w/latex based stain blocker - one coat,176.94,133.77,Bedroom3,main,Bedroom,R_1-M-BD-ST
4850,PNT.P,Bedroom3,Paint the surface area - one coat,176.94,146.51,Bedroom3,main,Bedroom,R_1-M-BD-ST
4851,FCV.PLK,Bedroom3,Vinyl plank flooring,37.16,253.72,Bedroom3,main,Bedroom,R_1-M-BD-ST
4852,FCV.AV-,Bedroom3,Vinyl floor covering (sheet goods) - Standard grade,40.7,217.34,Bedroom3,main,Bedroom,R_1-M-BD-ST
4853,FCW.LAM,Bedroom3,Snaplock Laminate - simulated wood flooring,35.39,231.87,Bedroom3,main,Bedroom,R_1-M-BD-ST
4854,FCW.FIN,Bedroom3,Sand & finish wood floor (natural finish),35.39,152.04,Bedroom3,main,Bedroom,R_1-M-BD-ST
4855,FCW.AV,Bedroom3,Oak flooring - #1 common - no finish,35.39,369.47,Bedroom3,main,Bedroom,R_1-M-BD-ST
4856,FCC.PAD-,Bedroom3,Carpet pad - Standard grade,40.7,32.73,Bedroom3,main,Bedroom,R_1-M-BD-ST
4857,FCC.AV-,Bedroom3,Carpet - Standard grade,40.7,205.63,Bedroom3,main,Bedroom,R_1-M-BD-ST
4858,ELE.SMOKE-,Bedroom6,Smoke detector - Standard grade,1,47.64,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4859,PNT.SHW,Bedroom6,"Seal & paint wood shelving, 12""- 24"" width",4,21.32,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4860,FNC.SH16,Bedroom6,"Shelving - 16"" - in place",4,55.44,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4861,FNC.CLROD,Bedroom6,Closet rod,4,22.8,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4862,ELE.OS,Bedroom6,Outlet,5,79.63,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4863,LIT.AV-,Bedroom6,Light fixture - Standard grade,1,57.68,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4864,FNH.DORH,Bedroom6,Door knob - interior,1,57.56,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4865,PNT.BF,Bedroom6,Paint bifold door set - slab only - 2 coats (per side),2,132.04,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4866,DOR.BF-,Bedroom6,Bifold door set - lauan/mahogany - Double,1,451.34,Bedroom6,basement,Bedroom,R_1-M-BD-ST
4867,PNT.DOR,Bedroom6,Paint door slab only - 2 coats (per side),2,93.44,Bedroom6,basement,Bedroom,R_1-M-BD-ST
